0,3,OPC,29,POidGrupoParentesco,POidGrupoParentesco,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,30,PLNombre,PLNombre,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,31,EMCertificado,EMCertificado,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,32,EMNombre1,EMNombre1,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,33,EMNombre2,EMNombre2,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,34,Perfil,Perfil,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,35,Calle,Calle,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,36,Colonia,Colonia,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,37,Del_Municipio,Del_Municipio,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,38,EstadoFiscal,EstadoFiscal,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,39,CP,CP,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,40,INFO,INFO,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,41,Categoria,Categoria,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,Opcionales,1,EMNumeroEmpleado,No. Empleado,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853
0,3,Opcionales,2,EMApellidoPaterno,Paterno,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853
0,3,Opcionales,3,EMApellidoMaterno,Materno,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853
0,3,Opcionales,4,Nombres,Nombres,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853
0,3,Opcionales,5,PADescripcion,Parentesco,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853
0,3,Opcionales,6,SEDescripcion,Sexo,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853
0,3,Opcionales,7,EMFechaNacimiento,Fecha de Nacimiento,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853
0,3,Opcionales,8,EMEdad,Edad,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853
0,3,Opcionales,9,SONumeroSolicitud,Solicitud,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853
0,3,Opcionales,11,EMFechaIngresoEmpresa,EMFechaIngresoEmpresa,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853
0,3,Opcionales,13,EmSalariobase,EMSalarioBase,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853,NULL,2026-08-17 14:26:56.853
0,3,Opcionales,16,PrimaNeta,PrimaNeta,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870
0,3,Opcionales,17,Costo,Costo,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870
0,3,Opcionales,18,EMOFicina,EMOFicina,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870
0,3,Opcionales,19,Oficina,Oficina,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870
0,3,Opcionales,20,EMArea,EMArea,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870
0,3,Opcionales,21,EMIdCentroCostos,EMIdCentroCostos,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870
0,3,Opcionales,22,RFC,RFC,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870
0,3,Opcionales,23,local_number,local_number,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870
0,3,Opcionales,24,TipoSabana,TipoSabana,0,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870
0,3,Opcionales,25,POidPlan,POidPlan,0,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870
0,3,Opcionales,26,EMidParentesco,EMidParentesco,0,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870
0,3,Opcionales,27,poidplanopcion,poidplanopcion,0,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870
0,3,Opcionales,28,POidGrupoParentesco,POidGrupoParentesco,0,NULL,NULL,NULL,NULL,25,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870,NULL,2026-08-17 14:26:56.870
